cdatetime,address,district,beat,grid,crimedescr
1/29/06 16:30,3661 TRUXEL RD,1,1A        ,337,484 PC PETTY THEFT
1/29/06 16:30,4932 WALLACE AVE,2,2A        ,213,243(E)1 BATTERY NONCOHAB SPOUS
1/29/06 16:40,2104 11TH AVE,4,4A        ,936,211 PC  ROBBERY UNSPECIFIED
1/29/06 16:56,FRUITRIDGE RD / 53RD ST,6,6B        ,1084,11364 HS POSS DRUG PARAPH
1/29/06 16:57,2179 JOHN STILL DR,5,5A        ,1502,14601.1(A) VC LIC SUSP OTHER
1/29/06 17:00,1500 ARDEN WAY,2,2C        ,626,10851(A)VC TAKE VEH W/O OWNER
1/29/06 17:00,5666 DELCLIFF CIR,4,4C        ,1225,484 PC PETTY THEFT
1/29/06 17:00,3645 FULTON AVE,2,2A        ,507,459 PC  BURGLARY VEHICLE
1/29/06 17:06,1901 ARDEN WAY,2,2C        ,620,484 PC PETTY THEFT
1/29/06 17:08,15TH ST / F ST,3,3A        ,725,211 PC  ROBBERY UNSPECIFIED
1/29/06 17:15,BRUCEVILLE RD / COSUMNES RIVER BLVD,5,5C        ,1639,484 PC   PETTY THEFT/INSIDE
1/29/06 17:18,2100 HARVARD ST,2,2C        ,605,459 PC  BURGLARY-UNSPECIFIED
1/29/06 17:20,8900 KLOTZ RANCH CT,4,4C        ,1298,TOWED/STORED VEHICLE
1/29/06 17:24,JOHN STILL DR / 22ND ST,5,5A        ,1503,TRAFFIC-ACCIDENT-NON INJURY
1/29/06 17:30,16TH ST / J ST,3,3M        ,736,10851(A)VC TAKE VEH W/O OWNER
1/29/06 17:30,182 WILSHIRE AVE,5,5B        ,1369,242 PC  BATTERY CIVILIAN
1/29/06 17:33,7700 33RD AVE,6,6C        ,1405,246.3 PC NEGL DISCH FIREARM
1/29/06 17:38,3554 SANTA CRUZ WAY,6,6A        ,1042,243(E)1 BATTERY NONCOHAB SPOUS
1/29/06 17:53,3625 TAYLOR ST,2,2A        ,512,594(B)(1)PC  VANDALISM +$400
1/29/06 18:00,161 BELL AVE,2,2A        ,222,11364 HS POSS DRUG PARAPH
1/29/06 18:00,14 CLOVE CT,5,5C        ,1634,653M(B) PC ANNOY/RPT CALL HOME
1/29/06 18:00,3633 MAY ST,2,2A        ,513,459 PC  BURGLARY RESIDENCE
1/29/06 18:00,2228 GATEWAY OAKS DR,1,1B        ,440,459 PC  BURGLARY VEHICLE
1/29/06 18:00,3354 ZALEMA WAY,1,1A        ,343,487(A) PC GRAND THEFT
1/29/06 18:00,4713 36TH ST,6,6A        ,1071,484 PC  PETTY THEFT/ OUTSIDE
1/29/06 18:15,2100 BROADWAY,4,4A        ,907,666 PC PETTY THEFT W/PRI CONV
1/29/06 18:15,ALHAMBRA BLVD / GRANADA WAY,3,3C        ,841,23153(A) VC DUI CAUSE INJURY
1/29/06 18:16,5869 61ST ST,6,6B        ,1402,THREATS - I RPT
1/29/06 18:30,5868 BRIDGECROSS DR,1,1A        ,106,459 PC  BURGLARY VEHICLE
1/29/06 18:30,1614 D ST,3,3B        ,716,23152(A) VC DUI-ALCOHOL/DRUGS
1/29/06 18:39,7658 AMBROSE WAY,4,4C        ,1294,CASUALTY REPORT
1/29/06 18:40,1900 BROADWAY,4,4A        ,906,666 PC PETTY THEFT W/PRI CONV
1/29/06 18:45,BROOKFIELD DR / MEADOWVIEW RD,5,5B        ,1614,243.4(E)(1)TOUCH FOR SEX PLEAS
1/29/06 19:00,11 QUINTA CT,5,5C        ,1624,10851(A)VC TAKE VEH W/O OWNER
1/29/06 19:00,1401 3RD ST,3,3A        ,762,459 PC  BURGLARY VEHICLE
1/29/06 19:13,FRANKLIN BLVD / CREEKS EDGE WAY,5,5B        ,1603,GANG ACTIVITY - I RPT
1/29/06 19:30,J ST / 7TH ST,3,3M        ,732,459 PC  BURGLARY VEHICLE
1/29/06 19:30,750 REGATTA DR,1,1C        ,428,487(A) GRAND THEFT-CLOUT-UNLOC
1/29/06 19:44,4050 TAYLOR ST,2,2A        ,233,CASUALTY REPORT
1/29/06 19:45,1091 G ST,3,3A        ,724,653M(A) PC OBSCENE/THREAT CALL
1/29/06 19:47,SAN JUAN RD / TRUXEL RD,1,1B        ,404,TRAFFIC-ACCIDENT INJURY
1/29/06 19:52,N MEADOWS PL / S MEADOWS PL,5,5A        ,1365,602(L)(1)TRESPASS REFUSE TO LV
1/29/06 19:56,5630 YVONNE WAY,5,5B        ,1631,5150 WI DANGER SELF/OTHERS
1/29/06 20:00,2178 JOHN STILL DR,5,5A        ,1512,10851(A)VC TAKE VEH W/O OWNER
1/29/06 20:00,63 DECATHLON CIR,5,5B        ,1614,MISSING PERSON
1/29/06 20:00,1001 OLIVERA WAY,2,2B        ,564,594(B)(2)(A) VANDALISM/ -$400
1/29/06 20:03,FRUITRIDGE RD / FREEPORT BLVD,4,4B        ,976,20002(A) HIT/RUN
1/29/06 20:31,6618 VILLA JUARES CIR,6,6C        ,1443,243(E)1 BATTERY NONCOHAB SPOUS
1/29/06 20:36,232 OLMSTEAD DR,2,2B        ,531,20002(A) HIT/RUN
1/29/06 21:00,4261 ARMADALE WAY,5,5B        ,1616,10851(A)VC TAKE VEH W/O OWNER
1/29/06 21:00,1228 D ST,3,3A        ,715,10851(A)VC TAKE VEH W/O OWNER
1/29/06 21:00,838 RANCHO ROBLE WAY,1,1C        ,405,10851(A)VC TAKE VEH W/O OWNER
1/29/06 21:00,1081 GLENROSE AVE,2,2B        ,564,594(B)(1)PC  VANDALISM +$400
1/29/06 21:00,6730 4TH AVE,6,6C        ,1111,594(B)(1)PC  VANDALISM +$400
1/29/06 21:10,WEATHERFORD WAY / BRENTFORD CIR,5,5C        ,1635,11364 HS POSS DRUG PARAPH
1/29/06 21:11,2164 BRADBURN DR,1,1A        ,104,ACCIDENTAL FIRES/ARSON -I RPT
1/29/06 21:20,948 RIVERA DR,2,2B        ,523,MISSING PERSON
1/29/06 21:30,7825 DETROIT BLVD,5,5A        ,1506,10851(A)VC TAKE VEH W/O OWNER
1/29/06 21:30,819 POTOMAC AVE,1,1C        ,418,247(B) PC SHOOT UNOCC BLDG/VEH
1/29/06 21:40,BRUCEVILLE RD / VALLEY HI DR,5,5C        ,1624,10851(A)VC TAKE VEH W/O OWNER
1/29/06 21:45,STOCKTON BLVD / MASSIE CT,5,5C        ,1607,529 PC FALSE PERSONATION
1/29/06 21:45,11 QUINTA CT,5,5C        ,1624,10851(A)VC TAKE VEH W/O OWNER
1/29/06 22:00,7129 SNOWY BIRCH WAY,5,5C        ,1637,484 PC  PETTY THEFT/ OUTSIDE
1/29/06 22:00,7001 CARNATION AVE,4,4B        ,1356,594(B)(2)(A) VANDALISM/ -$400
1/29/06 22:00,10 NEDRA CT,5,5A        ,1394,10851(A)VC TAKE VEH W/O OWNER
1/29/06 22:00,2400 DONNER WAY,4,4A        ,928,NON INJ HR/MAIL OUT REPORT
1/29/06 22:00,MARYSVILLE BLVD / LOS ROBLES BLVD,2,2B        ,526,TOWED/STORED VEH-14602.6
1/29/06 22:03,1430 BREWERTON DR,1,1B        ,435,211 PC  ROBBERY UNSPECIFIED
1/29/06 22:07,320 COMMERCE CIR,2,2C        ,622,10851 VC AUTO THEFT LOCATE
1/29/06 22:30,4967 49TH ST,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER
1/29/06 22:30,6641 VALLEY HI DR,5,5C        ,1623,10851(A)VC TAKE VEH W/O OWNER
1/29/06 22:30,139 FAIRBANKS AVE,2,2B        ,531,CASUALTY REPORT
1/29/06 22:30,549 MORRISON AVE,2,2A        ,502,TOWED/STORED VEH-14602.6
1/29/06 22:37,STOCKTON BLVD / FRUITRIDGE RD,6,6B        ,1086,TOWED/STORED VEH-14602.6
1/29/06 22:40,2648 33RD ST,6,6A        ,1012,23152(A) VC DUI-ALCOHOL/DRUGS
1/29/06 22:44,HOWE AVE / US 50 WB,3,3C        ,898,TOWED/STORED VEHICLE
1/29/06 22:50,WINTERHAVEN AVE / NORTHGATE BLVD,1,1C        ,419,TOWED/STORED VEH-14602.6
1/29/06 22:58,LEMON HILL AVE / 40TH AVE,6,6C        ,1404,4140 BP  POSS OF HYPO NEEDLE
1/29/06 23:00,BAMFORD DR / CENTER PKWY,5,5B        ,1623,TOWED/STORED VEH-14602.6
1/29/06 23:05,1236 BREWERTON DR,1,1B        ,435,215(A) PC    CARJACKING
1/29/06 23:15,2724 NORTHGLEN ST,1,1C        ,438,246 PC SHOOT OCCUP DWELL/VEH
1/29/06 23:30,H ST / ALHAMBRA BLVD,3,3C        ,821,23222(B)POSSESS MARIJ IN VEH
1/29/06 23:30,7715 COLLEGE TOWN DR,3,3C        ,888,459 PC  BURGLARY VEHICLE
1/29/06 23:58,16TH ST / X ST,4,4A        ,906,TRAFFIC-ACCIDENT-NON INJURY
1/30/06 0:00,6137 24TH ST,4,4B        ,1326,484J PC PUBLISH CARD INFO
1/30/06 0:00,DIXIEANNE AVE / OAKMONT ST,2,2C        ,603,O/S AGENCY -ASSISTANCE- I RPT
1/30/06 0:00,7352 MEADOWGATE DR,5,5B        ,1369,484G(B) PC ACCESS CARD FRAUD
1/30/06 0:00,3510 HAPPY CIR,5,5B        ,1358,484J PC PUBLISH CARD INFO
1/30/06 0:00,2109 V ST,3,3B        ,787,484 PC PETTY THEFT
1/30/06 0:00,4650 NATOMAS BLVD,1,1A        ,145,FRAUD OR BUNCO - I RPT
1/30/06 0:00,8667 SUNNYBRAE DR,5,5C        ,1653,484G(B) PC ACCESS CARD FRAUD
1/30/06 0:01,723 R ST,3,3A        ,763,487(A) GRAND THEFT-COIN MACHIN
1/30/06 0:01,621 S ST,3,3A        ,773,487(A) PC GRAND THEFT
1/30/06 0:01,5265 I ST,3,3C        ,835,459 PC  BURGLARY RESIDENCE
1/30/06 0:01,8201 POWER RIDGE RD,6,6C        ,1145,594(B)(2)(A) VANDALISM/ -$400
1/30/06 0:01,1040 RIO LN,4,4A        ,1203,487(A) GRAND THEFT-INSIDE
1/30/06 0:01,1423 19TH ST,3,3B        ,766,594(B)(2)(A)VANDALISM GRAF-400
1/30/06 0:01,8310 JACKSON RD,6,6C        ,1124,487(A) GRAND THEFT-AUTO PARTS
1/30/06 0:01,100 BICENTENNIAL CIR,3,3C        ,1102,530.5 PC USE PERSONAL ID INFO
1/30/06 0:33,I 5 NB / S LAND PARK DR,4,4C        ,1288,5150 WI DANGER SELF/OTHERS
1/30/06 0:52,7400 FLORES WAY,5,5A        ,1396,594(B)(2)(A) VANDALISM/ -$400
1/30/06 1:00,4820 47TH ST,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER
1/30/06 1:00,SAMOS WAY / MACK RD,5,5B        ,1614,211 PC  ROBBERY UNSPECIFIED
1/30/06 1:30,7500 HOSPITAL DR,5,5C        ,1639,LOST PROPERTY - I RPT
1/30/06 1:30,5727 GILGUNN WAY,4,4C        ,985,VANDALISM - I RPT
1/30/06 1:39,955 43RD AVE,4,4C        ,1251,RECOVERED PROPERTY - I RPT
1/30/06 1:41,1224 ISABEL ST,3,3A        ,709,5150 WI DANGER SELF/OTHERS
1/30/06 1:43,PELL CIR / PELL DR,2,2A        ,221,TOWED/STORED VEHICLE
1/30/06 2:22,CENTER PKWY / VALLEY HI DR,5,5B        ,1623,11364 HS POSS DRUG PARAPH
1/30/06 2:28,STOCKTON BLVD / 11TH AVE,6,6A        ,1054,23153(A) VC DUI CAUSE INJURY
1/30/06 2:44,21ST AVE / 71ST ST,6,6C        ,1131,TOWED/STORED VEH-14602.6
1/30/06 2:45,2150 BELL AVE,2,2A        ,237,459 PC  BURGLARY BUSINESS
1/30/06 2:56,3519 3RD AVE,6,6A        ,1013,11364 HS POSS DRUG PARAPH
1/30/06 3:20,BAKER AVE / STOCKTON BLVD,6,          ,1064,11364 HS POSS DRUG PARAPH
1/30/06 3:34,4465 MONTRIL WAY,5,5B        ,1618,5150 WI DANGER SELF/OTHERS
1/30/06 3:55,SONOMA AVE / HIGH ST,2,2B        ,545,11357(B)HS POSS -28.5GR MARIJ
1/30/06 3:58,7040 20TH ST,4,4B        ,1351,10851 VC AUTO THEFT LOCATE
1/30/06 4:00,7695 MILLROY WAY,5,5C        ,1605,10851(A)VC TAKE VEH W/O OWNER
1/30/06 4:00,2328 CONNIE DR,2,2C        ,606,594(B)(2)(A) VANDALISM/ -$400
1/30/06 4:00,3501 MEADOWVIEW RD,5,5B        ,1399,ROBBERY - I RPT
1/30/06 4:19,8140 INDUSTRIAL PKWY,6,6C        ,1406,451(D) PC  ARSON OF PROPERTY
1/30/06 4:35,633 SAN MIGUEL WAY,3,3C        ,823,459 PC  BURGLARY RESIDENCE
1/30/06 4:52,14TH AVE / STOCKTON BLVD,6,          ,1054,TOWED/STORED VEH-14602.6
1/30/06 5:07,1131 11TH ST,3,3M        ,744,594(B)(1)PC  VANDALISM +$400
1/30/06 5:11,71 DANVILLE WAY,2,2B        ,531,10851 VC AUTO THEFT LOCATE
1/30/06 5:18,SANTIAGO AVE / COLFAX ST,2,2B        ,551,10851 VC AUTO THEFT LOCATE
1/30/06 5:22,40TH AVE / 24TH ST,4,4B        ,1306,IMPOUNDED VEHICLE
1/30/06 5:30,5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT
1/30/06 6:00,7000 FRANKLIN BLVD,5,5B        ,1359,484 PETTY THEFT/LICENSE PLATE
1/30/06 6:00,819 SAN JUAN RD,1,1C        ,405,459 PC  BURGLARY RESIDENCE
1/30/06 6:08,6 EAGLE ROCK CT,6,6C        ,1422,10851 VC AUTO THEFT LOCATE
1/30/06 6:23,740 NORTHEY DR,1,1C        ,447,10851(A)VC TAKE VEH W/O OWNER
1/30/06 6:30,7993 CRESENTDALE WAY,5,5B        ,1621,459 PC  BURGLARY RESIDENCE
1/30/06 6:48,460 LINDLEY DR,2,2B        ,542,10851(A)VC TAKE VEH W/O OWNER
1/30/06 6:55,1402 BROADWAY,4,4A        ,905,594(B)(2)(A) VANDALISM/ -$400
1/30/06 6:57,420 DOS RIOS ST,3,3A        ,709,TOWED/STORED VEHICLE
1/30/06 7:00,200 BICENTENNIAL CIR,3,3C        ,1102,459 PC  BURGLARY RESIDENCE
1/30/06 7:07,FRANKLIN BLVD / 20TH AVE,4,4B        ,958,TOWED/STORED VEH-14602.6
1/30/06 7:15,WATT AVE / FOLSOM BLVD,3,3C        ,1106,10851(A)VC TAKE VEH W/O OWNER
1/30/06 7:28,MARYSVILLE BLVD / GRAND AVE,2,2A        ,506,TOWED/STORED VEH-14602.6
1/30/06 7:30,1315 ALHAMBRA BLVD,3,3C        ,851,THREATS - I RPT
1/30/06 7:30,360 MOREY AVE,2,2B        ,521,5150 WI DANGER SELF/OTHERS
1/30/06 7:36,MARCONI AVE / MARCONI CIR,2,2C        ,557,20001(A) VC HIT/RUN INJ/DEATH
1/30/06 7:40,605 REDWOOD AVE,2,2C        ,602,10851(A)VC TAKE VEH W/O OWNER
1/30/06 7:42,SOUTH AVE / FIG ST,2,2B        ,515,TOWED/STORED VEH-14602.6
1/30/06 7:44,4625 SUNSET DR,4,4A        ,1205,ELDER ABUSE/PHYS/MENTAL-I RPT
1/30/06 7:45,OCCIDENTAL DR / BENNINGTON WAY,3,3C        ,1106,10851(A)VC TAKE VEH W/O OWNER
1/30/06 7:45,MARYSVILLE BLVD / LOS ROBLES BLVD,2,2B        ,526,TOWED/STORED VEH-14602.6
1/30/06 7:51,POWER INN RD / FRUITRIDGE RD,6,6C        ,1145,NON INJ HR/MAIL OUT REPORT
1/30/06 7:57,FREEPORT BLVD / 15TH AVE,4,4A        ,957,TRAFFIC-ACCIDENT INJURY
1/30/06 8:00,470 HARDING AVE,1,1C        ,449,459 PC  BURGLARY RESIDENCE
1/30/06 8:00,6021 WILKINSON ST,6,6C        ,1404,10851 VC AUTO THEFT LOCATE
1/30/06 8:00,3611 35TH ST,6,6A        ,1041,484 PC   PETTY THEFT/INSIDE
1/30/06 8:00,5628 CAZADERO WAY,4,4B        ,986,459 PC  BURGLARY RESIDENCE
1/30/06 8:00,2318 Q ST,3,3B        ,767,484 PC   PETTY THEFT/INSIDE
1/30/06 8:03,LEMON HILL AVE / NAMPA WAY,6,6C        ,1403,TRAFFIC-ACCIDENT-NON INJURY
1/30/06 8:08,SOUTH AVE / MARYSVILLE BLVD,2,2B        ,516,TOWED/STORED VEH-14602.6
1/30/06 8:10,6205 RIVERSIDE BLVD,4,4C        ,1265,211 PC  ROBBERY UNSPECIFIED
1/30/06 8:10,7840 14TH AVE,6,6C        ,1133,242 PC  BATTERY CIVILIAN
1/30/06 8:19,JACINTO AVE / SEAFORD DR,5,5C        ,1654,TRAFFIC-ACCIDENT INJURY
1/30/06 8:29,1160 RIO NORTE WAY,1,1B        ,404,594(B)(2)(A) VANDALISM/ -$400
1/30/06 8:30,567 GARDEN ST,2,2C        ,613,10851(A)VC TAKE VEH W/O OWNER
1/30/06 8:30,7715 COLLEGE TOWN DR,3,3C        ,888,594(B)(2)(A) VANDALISM/ -$400
1/30/06 8:32,GRAND AVE / BALSAM ST,2,2A        ,505,TOWED/STORED VEH-14602.6
1/30/06 8:38,5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT
1/30/06 8:38,WILLOW ST / SOUTH AVE,2,2B        ,516,TOWED/STORED VEHICLE
1/30/06 8:39,ARCADE BLVD / MARYSVILLE BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6
1/30/06 8:45,CORAL GABLES CT / MEADOWVIEW RD,5,5A        ,1396,TRAFFIC-ACCIDENT-NON INJURY
1/30/06 8:47,2685 RIO LINDA BLVD,2,2B        ,563,TOWED/STORED VEHICLE
1/30/06 9:02,8TH ST / Q ST,3,3A        ,763,TRAFFIC-ACCIDENT-NON INJURY
1/30/06 9:20,DEL PASO BLVD / EL CAMINO AVE,2,2C        ,563,TOWED/STORED VEHICLE
1/30/06 9:23,PALMER ST / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6
1/30/06 9:24,3617 33RD ST,6,6A        ,1041,10851 VC AUTO THEFT LOCATE
1/30/06 9:35,GIBSON ST / EL MONTE AVE,2,2C        ,602,10851 VC AUTO THEFT LOCATE
1/30/06 9:45,ARCADE BLVD / PALMER ST,2,2B        ,537,TOWED/STORED VEHICLE
1/30/06 10:00,637 PLAZA AVE,2,2B        ,563,290(A)(1)(D) FAIL TO REG-5 DAY
1/30/06 10:00,3341 POWER INN RD,6,6C        ,1124,594(B)(1)PC  VANDALISM +$400
1/30/06 10:11,2605 ENCINAL AVE,4,4B        ,1306,10851 VC AUTO THEFT LOCATE
1/30/06 10:24,5630 BROADWAY,6,6B        ,1036,TOWED/STORED VEH-14602.6
1/30/06 10:28,6879 14TH AVE,6,6C        ,1121,415(1) PC DISTURB PEACE/FIGHT
1/30/06 10:30,4324 U ST,6,6B        ,1004,594(B)(1)PC  VANDALISM +$400
1/30/06 10:33,MARYSVILLE BLVD / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEHICLE
1/30/06 10:38,POWER INN RD / CAPISTRANO WAY,6,6C        ,1406,TOWED/STORED VEH-14602.6
1/30/06 10:38,ARCADE BLVD / MARYSVILLE BLVD,2,2B        ,537,TOWED/STORED VEHICLE
1/30/06 10:45,65TH STREET EXPY / ELDER CREEK RD,6,6C        ,1422,TOWED/STORED VEHICLE
1/30/06 10:47,DEL PASO BLVD / OFARRELL DR,2,2B        ,537,10851(A)VC TAKE VEH W/O OWNER
1/30/06 10:49,FERNLEY AVE / TRACTION AVE,2,2C        ,602,TOWED/STORED VEHICLE
1/30/06 11:10,14TH AVE / 32ND ST,6,6A        ,1051,11350(A)HS POSS CNTRL SUBST
1/30/06 11:11,3500 FLORIN RD,5,5B        ,1367,GANG ACTIVITY - I RPT
1/30/06 11:20,451 MCCLATCHY WAY,4,4A        ,902,THREATS - I RPT
1/30/06 11:25,5001 CARMEN WAY,4,4B        ,967,BATTERY - I RPT
1/30/06 11:25,6879 14TH AVE,6,6C        ,1121,415(1) PC DISTURB PEACE/FIGHT
1/30/06 11:30,810 V ST,3,3A        ,784,243.6 BATTERY SCHOOL EMPLOYEE
1/30/06 11:35,8TH ST / K ST,3,3M        ,742,11357(B)HS POSS -28.5GR MARIJ
1/30/06 11:40,7825 CUCAMONGA AVE,6,6C        ,1113,IMPOUNDED VEHICLE
1/30/06 11:41,2707 BROADWAY,4,4A        ,908,211 PC ROBBERY- BUSINESS
1/30/06 11:57,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE
1/30/06 12:00,3530 MOBILE WAY,1,1C        ,419,166(A)(4) WILFUL DISOBEY CT OR
1/30/06 12:00,801 SAN JUAN RD,1,1C        ,405,484 PETTY THEFT/LICENSE PLATE
1/30/06 12:00,739 ARDEN WAY,2,2C        ,603,POSSIBLE FINANCIAL CRIME-I RPT
1/30/06 12:00,3845 12TH AVE,6,6A        ,1041,484 PETTY THEFT CLOUT UNLOCKED
1/30/06 12:00,110 BARTON WAY,2,2B        ,531,FRAUD-SWINDLE
1/30/06 12:00,1018 COMMONS DR,3,3C        ,876,LOST PROPERTY - I RPT
1/30/06 12:04,EL CAMINO AVE / LEXINGTON ST,2,2B        ,564,TRAFFIC-ACCIDENT INJURY
1/30/06 12:06,2315 STOCKTON BLVD,6,6B        ,1005,23153(A) VC DUI CAUSE INJURY
1/30/06 12:10,6945 BRIDLE TRAIL WAY,6,6C        ,1445,10851 VC AUTO THEFT LOCATE
1/30/06 12:30,2829 FLORIN RD,4,4B        ,1356,245(A)(1)AWDW/NO FIREARM/CIVIL
1/30/06 12:30,3550 MARYSVILLE BLVD,2,2B        ,526,NARCOTICS SUSP/EVID/ACT- I RPT
1/30/06 12:40,STOCKTON BLVD / FRUITRIDGE RD,6,6B        ,1086,TOWED/STORED VEHICLE
1/30/06 12:41,301 BICENTENNIAL CIR,3,3C        ,1102,TOWED/STORED VEH-14602.6
1/30/06 12:48,3066 FREEPORT BLVD,4,4A        ,925,211 PC  ROBBERY UNSPECIFIED
1/30/06 12:50,715 L ST,3,3M        ,742,11532(A)HS LOITER DRG ACTIVITY
1/30/06 12:50,470 LINDLEY DR,2,2B        ,542,5150 WI DANGER SELF/OTHERS
1/30/06 13:00,2223 Q ST,3,3B        ,767,603  FORCED ENTRY/PROP DAMAGE
1/30/06 13:00,8231 ALPINE AVE,6,6C        ,1134,THREATS - I RPT
1/30/06 13:00,5303 FREEPORT BLVD,4,4B        ,976,TRAFFIC - I RPT
1/30/06 13:05,ELDER CREEK RD / POWER INN RD,6,6C        ,1406,TRAFFIC-ACCIDENT INJURY
1/30/06 13:10,7834 CENTER PKWY,5,5B        ,1621,148(A)(1)PC RESIST PEACE OFFCR
1/30/06 13:10,MACK RD / TANGERINE AVE,5,5B        ,1604,TRAFFIC-ACCIDENT-NON INJURY
1/30/06 13:20,4940 STOCKTON BLVD,6,6B        ,1084,594(B)(1)PC  VANDALISM +$400
1/30/06 13:30,5330 STOCKTON BLVD,6,6B        ,1084,215(A) PC    CARJACKING
1/30/06 13:42,STOCKTON BLVD / 14TH AVE,6,          ,1054,TOWED/STORED VEH-14602.6
1/30/06 13:45,3691 TRUXEL RD,1,1A        ,337,HIT AND RUN /SUSPECTS- I RPT
1/30/06 13:47,2250 68TH AVE,5,5A        ,1384,CHILD WELFARE - I RPT
1/30/06 13:50,2250 68TH AVE,5,5A        ,1384,GANG ACTIVITY - I RPT
1/30/06 13:51,SAN JUAN RD / TRUXEL RD,1,1B        ,404,23222(B)POSSESS MARIJ IN VEH
1/30/06 13:51,15TH ST / E ST,3,3A        ,715,TOWED/STORED VEHICLE
1/30/06 13:52,DEL PASO BLVD / MARYSVILLE BLVD,2,2B        ,546,TOWED/STORED VEHICLE
1/30/06 13:55,BRUCEVILLE RD / TIMBERLAKE WAY,5,5C        ,1639,20002(A) HIT/RUN
1/30/06 13:59,MARYSVILLE BLVD / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6
1/30/06 14:00,2649 STONECREEK DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER
1/30/06 14:04,BRUCEVILLE RD / TIMBERLAKE WAY,5,5C        ,1639,20002(A) HIT/RUN
1/30/06 14:10,2933 65TH ST,6,6C        ,1111,475(A)PC POSS FORGED CHK/NOTE
1/30/06 14:11,FRANKLIN BLVD / 2ND AVE,4,4A        ,918,10851(A)VC TAKE VEH W/O OWNER
1/30/06 14:12,8101 COSUMNES RIVER BLVD,5,5C        ,1639,245(C) AWDW/NO FIREARM/OFFICER
1/30/06 14:14,2020 RAILROAD DR,1,1C        ,449,10851 VC AUTO THEFT LOCATE
1/30/06 14:26,1573 BELT WAY,5,5A        ,1501,THREATS - I RPT
1/30/06 14:31,7767 LA RIVIERA DR,3,3C        ,888,LOST PROPERTY - I RPT
1/30/06 14:31,2898 DEL PASO BLVD,2,2B        ,564,TOWED/STORED VEH-14602.6
1/30/06 14:40,2400 CORMORANT WAY,2,2C        ,606,TOWED/STORED VEHICLE
1/30/06 14:40,MARYSVILLE BLVD / SONOMA AVE,2,2B        ,546,TOWED/STORED VEH-14602.6
1/30/06 14:50,HAVENSIDE DR / RIVERSIDE BLVD,4,4C        ,1251,FOUND PROPERTY - I RPT
1/30/06 14:51,5451 LEMON HILL AVE,6,6B        ,1421,FOUND PROPERTY - I RPT
1/30/06 14:53,2030 VALLEJO WAY,4,4A        ,926,FOUND PROPERTY - I RPT
1/30/06 15:00,5770 FREEPORT BLVD,4,4C        ,985,GANG ACTIVITY - I RPT
1/30/06 15:00,5770 FREEPORT BLVD,4,4C        ,985,GANG ACTIVITY - I RPT
1/30/06 15:00,2131 62ND AVE,5,5A        ,1364,FRAUDULENT DOCUMENTS- I RPT
1/30/06 15:07,5601 47TH AVE,6,6B        ,1421,626.10(A) PC POSS WPN SCHL ZN
1/30/06 15:09,EL CAMINO AVE / DEL PASO BLVD,2,2C        ,563,20001(A) VC HIT/RUN INJ/DEATH
1/30/06 15:14,411 V ST,3,3A        ,782,594.3(A)VANDAL/PLACE OF WORSHI
1/30/06 15:20,FOLSOM BLVD / 56TH ST,3,3C        ,846,NON INJ HR/MAIL OUT REPORT
1/30/06 15:21,4196 69TH ST,6,6C        ,1131,TOWED/STORED VEH-14602.6
1/30/06 15:30,5770 FREEPORT BLVD,4,4C        ,985,529 PC FALSE PERSONATION
1/30/06 15:30,4875 BROADWAY,6,6B        ,1007,THREATS - I RPT
1/30/06 15:39,899 EL CAMINO AVE,2,2B        ,564,9.04.050 A DRINKING IN PUBLIC
1/30/06 15:39,41 LA FRESA CT,5,5B        ,1602,653K PC POSS/SELL SWITCHBLADE
1/30/06 15:45,34 LA PERA CT,5,5B        ,1602,10851(A)VC TAKE VEH W/O OWNER
1/30/06 15:48,BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEH-14602.6
1/30/06 15:49,1695 ARDEN WAY,2,2C        ,616,459 PC  BURGLARY BUSINESS
1/30/06 15:58,2312 ROANOKE AVE,2,2A        ,517,HARASSMENT - I RPT
1/30/06 16:00,5601 8TH AVE,6,6B        ,1036,11361(B)HS ADLT FURN MNR MARIJ
1/30/06 16:00,1025 ALHAMBRA BLVD,3,3C        ,841,484 PETTY THEFT-SHOPLIFT
1/30/06 16:00,1040 FLORIN RD,4,4C        ,1287,487(A) PC GRAND THEFT
1/30/06 16:00,830 I ST,3,3M        ,732,594(B)(2)(A) VANDALISM/ -$400
1/30/06 16:01,66 LA FRESA CT,5,5B        ,1602,602(L)(1)TRESPASS REFUSE TO LV
1/30/06 16:06,DIXIEANNE AVE / OAKMONT ST,2,2C        ,603,653.22(A) LOITER PROSTITUTION
